CODCAIXA,IDCODMOVCAIXA,DATA,OBS,OPERACAO,CREDITO,DEBITO,CODUSUARIO,CODVENREC,IDREMESSA,MESLCTO,HORA,REG,IDCODDESP,OP_SANGRIA,CODVENDA,CODTIPOVENDA,ID_PROCESSAMENTO,ORIGEM_NUVEM,VALOROPERACAO,OP_ACRESCIMO,OP_DESCONTO,TIPO_LANC,OBSERVACAO
1,640,2023-10-06,000001 - Consumidor,30,35,0,8,315,0,,08:43,,,,,,0,0,35,0,0,,
1,641,2023-10-06,Venda Deposito Bancario,3,0,35,8,315,0,,08:43,,,,,,0,0,-35,0,0,,
1,642,2023-10-09,000001 - Consumidor,30,1875,0,8,316,0,,09:14,,,,,,0,0,1875,0,0,,
1,643,2023-10-09,Venda Deposito Bancario,3,0,1875,8,316,0,,09:14,,,,,,0,0,-1875,0,0,,
1,644,2023-10-09,000001 - Consumidor,30,285,0,8,317,0,,09:19,,,,,,0,0,285,0,0,,
1,645,2023-10-09,Venda Deposito Bancario,3,0,285,8,317,0,,09:19,,,,,,0,0,-285,0,0,,
1,646,2023-10-09,000001 - Consumidor,30,125,0,8,318,0,,09:19,,,,,,0,0,125,0,0,,
1,647,2023-10-09,Venda Deposito Bancario,3,0,125,8,318,0,,09:19,,,,,,0,0,-125,0,0,,
1,648,2023-10-09,000001 - Consumidor,30,50,0,8,319,0,,09:20,,,,,,0,0,50,0,0,,
1,649,2023-10-09,Venda Deposito Bancario,3,0,50,8,319,0,,09:20,,,,,,0,0,-50,0,0,,
1,650,2023-10-09,000001 - Consumidor,30,52,0,8,320,0,,09:20,,,,,,0,0,52,0,0,,
1,651,2023-10-09,Venda Deposito Bancario,3,0,52,8,320,0,,09:20,,,,,,0,0,-52,0,0,,
1,652,2023-10-10,000001 - Consumidor,30,1334,0,8,321,0,,10:56,,,,,,0,0,1334,0,0,,
1,653,2023-10-10,Venda Deposito Bancario,3,0,1334,8,321,0,,10:56,,,,,,0,0,-1334,0,0,,
1,654,2023-10-13,000001 - Consumidor,30,1225.08,0,8,322,0,,13:26,,,,,,0,0,1225.08,0,0,,
1,655,2023-10-13,Venda Deposito Bancario,3,0,1225.08,8,322,0,,13:26,,,,,,0,0,-1225.08,0,0,,
1,656,2023-10-16,000001 - Consumidor,30,205,0,8,323,0,,13:36,,,,,,0,0,205,0,0,,
1,657,2023-10-16,Venda Deposito Bancario,3,0,205,8,323,0,,13:36,,,,,,0,0,-205,0,0,,
1,658,2023-10-16,000001 - Consumidor,30,385,0,8,324,0,,13:40,,,,,,0,0,385,0,0,,
1,659,2023-10-16,Venda Deposito Bancario,3,0,385,8,324,0,,13:40,,,,,,0,0,-385,0,0,,
1,660,2023-10-16,000001 - Consumidor,30,740,0,8,325,0,,13:40,,,,,,0,0,740,0,0,,
1,661,2023-10-16,Venda Deposito Bancario,3,0,740,8,325,0,,13:40,,,,,,0,0,-740,0,0,,
1,662,2023-10-17,000001 - Consumidor,30,40,0,8,326,0,,13:51,,,,,,0,0,40,0,0,,
1,663,2023-10-17,Venda Deposito Bancario,3,0,40,8,326,0,,13:51,,,,,,0,0,-40,0,0,,
1,664,2023-09-27,000001 - Consumidor,30,893.71,0,8,327,0,,15:31,,,,,,0,0,893.71,0,0,,
1,665,2023-09-27,Venda Deposito Bancario,3,0,893.71,8,327,0,,15:31,,,,,,0,0,-893.71,0,0,,
1,666,2023-10-17,000001 - Consumidor,30,535,0,8,328,0,,16:38,,,,,,0,0,535,0,0,,
1,667,2023-10-17,Venda Deposito Bancario,3,0,535,8,328,0,,16:38,,,,,,0,0,-535,0,0,,
1,668,2023-10-17,000001 - Consumidor,30,621,0,8,329,0,,16:45,,,,,,0,0,621,0,0,,
1,669,2023-10-17,Venda Deposito Bancario,3,0,621,8,329,0,,16:45,,,,,,0,0,-621,0,0,,
1,670,2023-10-18,000001 - Consumidor,30,30,0,8,330,0,,16:50,,,,,,0,0,30,0,0,,
1,671,2023-10-18,Venda Deposito Bancario,3,0,30,8,330,0,,16:50,,,,,,0,0,-30,0,0,,
1,672,2023-10-18,000001 - Consumidor,30,2700,0,8,331,0,,16:51,,,,,,0,0,2700,0,0,,
1,673,2023-10-18,Venda Deposito Bancario,3,0,2700,8,331,0,,16:51,,,,,,0,0,-2700,0,0,,
1,674,2023-10-18,000001 - Consumidor,30,8600,0,8,332,0,,16:51,,,,,,0,0,8600,0,0,,
1,675,2023-10-18,Venda Deposito Bancario,3,0,8600,8,332,0,,16:51,,,,,,0,0,-8600,0,0,,
1,676,2023-10-18,000001 - Consumidor,30,30,0,8,333,0,,16:52,,,,,,0,0,30,0,0,,
1,677,2023-10-18,Venda Deposito Bancario,3,0,30,8,333,0,,16:52,,,,,,0,0,-30,0,0,,
1,678,2023-10-18,000001 - Consumidor,30,200,0,8,334,0,,16:54,,,,,,0,0,200,0,0,,
1,679,2023-10-18,Venda Deposito Bancario,3,0,200,8,334,0,,16:54,,,,,,0,0,-200,0,0,,
1,680,2023-10-19,000001 - Consumidor,30,1846,0,8,335,0,,16:57,,,,,,0,0,1846,0,0,,
1,681,2023-10-19,Venda Deposito Bancario,3,0,1846,8,335,0,,16:57,,,,,,0,0,-1846,0,0,,
1,682,2023-10-19,000001 - Consumidor,30,30,0,8,336,0,,17:01,,,,,,0,0,30,0,0,,
1,683,2023-10-19,Venda Deposito Bancario,3,0,30,8,336,0,,17:01,,,,,,0,0,-30,0,0,,
1,684,2023-10-19,000001 - Consumidor,30,30,0,8,337,0,,17:01,,,,,,0,0,30,0,0,,
1,685,2023-10-19,Venda Deposito Bancario,3,0,30,8,337,0,,17:01,,,,,,0,0,-30,0,0,,
1,686,2023-10-19,000001 - Consumidor,30,30,0,8,338,0,,17:08,,,,,,0,0,30,0,0,,
1,687,2023-10-19,Venda Deposito Bancario,3,0,30,8,338,0,,17:08,,,,,,0,0,-30,0,0,,
1,688,2023-10-19,000001 - Consumidor,30,30,0,8,339,0,,17:09,,,,,,0,0,30,0,0,,
1,689,2023-10-19,Venda Deposito Bancario,3,0,30,8,339,0,,17:09,,,,,,0,0,-30,0,0,,
1,690,2023-10-19,000001 - Consumidor,30,227.91,0,8,340,0,,17:09,,,,,,0,0,227.91,0,0,,
1,691,2023-10-19,Venda Deposito Bancario,3,0,227.91,8,340,0,,17:09,,,,,,0,0,-227.91,0,0,,
1,692,2023-10-20,000001 - Consumidor,30,30,0,8,342,0,,10:00,,,,,,0,0,30,0,0,,
1,693,2023-10-20,Venda Deposito Bancario,3,0,30,8,342,0,,10:00,,,,,,0,0,-30,0,0,,
1,694,2023-10-23,000001 - Consumidor,30,1141,0,8,343,0,,10:03,,,,,,0,0,1141,0,0,,
1,695,2023-10-23,Venda Deposito Bancario,3,0,1141,8,343,0,,10:03,,,,,,0,0,-1141,0,0,,
1,696,2023-10-23,000001 - Consumidor,30,2300,0,8,344,0,,10:24,,,,,,0,0,2300,0,0,,
1,697,2023-10-23,Venda Deposito Bancario,3,0,2300,8,344,0,,10:24,,,,,,0,0,-2300,0,0,,
1,698,2023-10-27,000001 - Consumidor,30,55,0,8,345,0,,10:47,,,,,,0,0,55,0,0,,
1,699,2023-10-27,Venda Deposito Bancario,3,0,55,8,345,0,,10:47,,,,,,0,0,-55,0,0,,
1,700,2023-10-27,000001 - Consumidor,30,55,0,8,346,0,,10:48,,,,,,0,0,55,0,0,,
1,701,2023-10-27,Venda Deposito Bancario,3,0,55,8,346,0,,10:48,,,,,,0,0,-55,0,0,,
1,702,2023-10-27,000001 - Consumidor,30,55,0,8,347,0,,10:48,,,,,,0,0,55,0,0,,
1,703,2023-10-27,Venda Deposito Bancario,3,0,55,8,347,0,,10:48,,,,,,0,0,-55,0,0,,
1,704,2023-10-27,000001 - Consumidor,30,55,0,8,348,0,,10:48,,,,,,0,0,55,0,0,,
1,705,2023-10-27,Venda Deposito Bancario,3,0,55,8,348,0,,10:48,,,,,,0,0,-55,0,0,,
1,706,2023-10-27,000001 - Consumidor,30,55,0,8,349,0,,10:49,,,,,,0,0,55,0,0,,
1,707,2023-10-27,Venda Deposito Bancario,3,0,55,8,349,0,,10:49,,,,,,0,0,-55,0,0,,
1,708,2023-10-27,000001 - Consumidor,30,55,0,8,350,0,,10:49,,,,,,0,0,55,0,0,,
1,709,2023-10-27,Venda Deposito Bancario,3,0,55,8,350,0,,10:49,,,,,,0,0,-55,0,0,,
1,710,2023-10-27,000001 - Consumidor,30,55,0,8,351,0,,10:49,,,,,,0,0,55,0,0,,
1,711,2023-10-27,Venda Deposito Bancario,3,0,55,8,351,0,,10:49,,,,,,0,0,-55,0,0,,
1,712,2023-10-25,000001 - Consumidor,30,180.89,0,8,352,0,,10:51,,,,,,0,0,180.89,0,0,,
1,713,2023-10-25,Venda Deposito Bancario,3,0,180.89,8,352,0,,10:51,,,,,,0,0,-180.89,0,0,,
1,714,2023-10-24,000001 - Consumidor,30,55,0,8,353,0,,10:52,,,,,,0,0,55,0,0,,
1,715,2023-10-24,Venda Deposito Bancario,3,0,55,8,353,0,,10:52,,,,,,0,0,-55,0,0,,
1,716,2023-10-24,000001 - Consumidor,30,55,0,8,354,0,,10:52,,,,,,0,0,55,0,0,,
1,717,2023-10-24,Venda Deposito Bancario,3,0,55,8,354,0,,10:52,,,,,,0,0,-55,0,0,,
1,718,2023-10-24,000001 - Consumidor,30,55,0,8,355,0,,10:53,,,,,,0,0,55,0,0,,
1,719,2023-10-24,Venda Deposito Bancario,3,0,55,8,355,0,,10:53,,,,,,0,0,-55,0,0,,
1,720,2023-10-24,000001 - Consumidor,30,55,0,8,356,0,,10:53,,,,,,0,0,55,0,0,,
1,721,2023-10-24,Venda Deposito Bancario,3,0,55,8,356,0,,10:53,,,,,,0,0,-55,0,0,,
1,722,2023-10-24,000001 - Consumidor,30,55,0,8,357,0,,10:53,,,,,,0,0,55,0,0,,
1,723,2023-10-24,Venda Deposito Bancario,3,0,55,8,357,0,,10:53,,,,,,0,0,-55,0,0,,
1,724,2023-10-24,000001 - Consumidor,30,0.01,0,8,358,0,,10:54,,,,,,0,0,0.01,0,0,,
1,725,2023-10-24,Venda Deposito Bancario,3,0,0.01,8,358,0,,10:54,,,,,,0,0,-0.01,0,0,,
1,726,2023-10-24,000001 - Consumidor,30,55,0,8,359,0,,10:54,,,,,,0,0,55,0,0,,
1,727,2023-10-24,Venda Deposito Bancario,3,0,55,8,359,0,,10:54,,,,,,0,0,-55,0,0,,
1,728,2023-10-25,000001 - Consumidor,30,55,0,8,360,0,,10:55,,,,,,0,0,55,0,0,,
1,729,2023-10-25,Venda Deposito Bancario,3,0,55,8,360,0,,10:55,,,,,,0,0,-55,0,0,,
1,730,2023-10-25,000001 - Consumidor,30,80,0,8,361,0,,14:45,,,,,,0,0,80,0,0,,
1,731,2023-10-25,Venda Deposito Bancario,3,0,80,8,361,0,,14:45,,,,,,0,0,-80,0,0,,
1,732,2023-10-25,000001 - Consumidor,30,55,0,8,362,0,,14:51,,,,,,0,0,55,0,0,,
1,733,2023-10-25,Venda Deposito Bancario,3,0,55,8,362,0,,14:51,,,,,,0,0,-55,0,0,,
1,734,2023-10-26,000001 - Consumidor,30,200,0,8,363,0,,15:19,,,,,,0,0,200,0,0,,
1,735,2023-10-26,Venda Deposito Bancario,3,0,200,8,363,0,,15:19,,,,,,0,0,-200,0,0,,
1,736,2023-10-27,000001 - Consumidor,30,1030,0,8,364,0,,15:35,,,,,,0,0,1030,0,0,,
1,737,2023-10-27,Venda Deposito Bancario,3,0,1030,8,364,0,,15:35,,,,,,0,0,-1030,0,0,,
1,738,2023-10-27,000001 - Consumidor,30,700,0,8,365,0,,15:39,,,,,,0,0,700,0,0,,
1,739,2023-10-27,Venda Deposito Bancario,3,0,700,8,365,0,,15:39,,,,,,0,0,-700,0,0,,
1,740,2023-10-27,000001 - Consumidor,30,700,0,8,366,0,,17:00,,,,,,0,0,700,0,0,,
1,741,2023-10-27,Venda Deposito Bancario,3,0,700,8,366,0,,17:00,,,,,,0,0,-700,0,0,,
1,742,2023-10-30,000001 - Consumidor,30,2700,0,8,367,0,,17:06,,,,,,0,0,2700,0,0,,
1,743,2023-10-30,Venda Deposito Bancario,3,0,2700,8,367,0,,17:06,,,,,,0,0,-2700,0,0,,
1,744,2023-10-30,000001 - Consumidor,30,8042.88,0,8,368,0,,17:06,,,,,,0,0,8042.88,0,0,,
1,745,2023-10-30,Venda Deposito Bancario,3,0,8042.88,8,368,0,,17:06,,,,,,0,0,-8042.88,0,0,,
1,746,2023-10-31,000001 - Consumidor,30,600,0,8,369,0,,09:45,,,,,,0,0,600,0,0,,
1,747,2023-10-31,Venda Deposito Bancario,3,0,600,8,369,0,,09:45,,,,,,0,0,-600,0,0,,
1,748,2023-10-31,000001 - Consumidor,30,1320,0,8,370,0,,09:46,,,,,,0,0,1320,0,0,,
1,749,2023-10-31,Venda Deposito Bancario,3,0,1320,8,370,0,,09:46,,,,,,0,0,-1320,0,0,,
1,750,2023-10-31,000001 - Consumidor,30,900,0,8,371,0,,09:46,,,,,,0,0,900,0,0,,
1,751,2023-10-31,Venda Deposito Bancario,3,0,900,8,371,0,,09:46,,,,,,0,0,-900,0,0,,
1,752,2023-10-31,000001 - Consumidor,30,515.2,0,8,372,0,,09:47,,,,,,0,0,515.2,0,0,,
1,753,2023-10-31,Venda Deposito Bancario,3,0,515.2,8,372,0,,09:47,,,,,,0,0,-515.2,0,0,,
1,754,2023-10-31,000001 - Consumidor,30,542.5,0,8,373,0,,09:47,,,,,,0,0,542.5,0,0,,
1,755,2023-10-31,Venda Deposito Bancario,3,0,542.5,8,373,0,,09:47,,,,,,0,0,-542.5,0,0,,
1,756,2023-10-31,000001 - Consumidor,30,472,0,8,374,0,,09:48,,,,,,0,0,472,0,0,,
1,757,2023-10-31,Venda Deposito Bancario,3,0,472,8,374,0,,09:48,,,,,,0,0,-472,0,0,,
1,758,2023-10-31,000001 - Consumidor,30,569.25,0,8,375,0,,10:54,,,,,,0,0,569.25,0,0,,
1,759,2023-10-31,Venda Deposito Bancario,3,0,569.25,8,375,0,,10:54,,,,,,0,0,-569.25,0,0,,
1,760,2023-10-31,000001 - Consumidor,30,993.6,0,8,376,0,,10:56,,,,,,0,0,993.6,0,0,,
1,761,2023-10-31,Venda Deposito Bancario,3,0,993.6,8,376,0,,10:56,,,,,,0,0,-993.6,0,0,,
1,762,2023-11-01,000001 - Consumidor,30,55,0,8,377,0,,07:58,,,,,,0,0,55,0,0,,
1,763,2023-11-01,Venda Deposito Bancario,3,0,55,8,377,0,,07:58,,,,,,0,0,-55,0,0,,
1,764,2023-11-01,000001 - Consumidor,30,700,0,8,378,0,,07:59,,,,,,0,0,700,0,0,,
1,765,2023-11-01,Venda Deposito Bancario,3,0,700,8,378,0,,07:59,,,,,,0,0,-700,0,0,,
1,766,2023-11-01,000001 - Consumidor,30,600,0,8,379,0,,08:07,,,,,,0,0,600,0,0,,
1,767,2023-11-01,Venda Deposito Bancario,3,0,600,8,379,0,,08:07,,,,,,0,0,-600,0,0,,
1,768,2023-11-03,000001 - Consumidor,30,590.46,0,8,380,0,,08:09,,,,,,0,0,590.46,0,0,,
1,769,2023-11-03,Venda Deposito Bancario,3,0,590.46,8,380,0,,08:09,,,,,,0,0,-590.46,0,0,,
1,770,2023-11-06,000001 - Consumidor,30,74706.01,0,8,381,0,,08:30,,,,,,0,0,74706.01,0,0,,
1,771,2023-11-06,Venda Deposito Bancario,3,0,74706.01,8,381,0,,08:30,,,,,,0,0,-74706.01,0,0,,
1,772,2023-11-06,000001 - Consumidor,30,55,0,8,382,0,,08:32,,,,,,0,0,55,0,0,,
1,773,2023-11-06,Venda Deposito Bancario,3,0,55,8,382,0,,08:32,,,,,,0,0,-55,0,0,,
1,774,2023-11-06,000001 - Consumidor,30,55,0,8,383,0,,08:39,,,,,,0,0,55,0,0,,
1,775,2023-11-06,Venda Deposito Bancario,3,0,55,8,383,0,,08:39,,,,,,0,0,-55,0,0,,
1,776,2023-11-08,000001 - Consumidor,30,55,0,8,384,0,,08:50,,,,,,0,0,55,0,0,,
1,777,2023-11-08,Venda Deposito Bancario,3,0,55,8,384,0,,08:50,,,,,,0,0,-55,0,0,,
1,778,2023-11-08,000001 - Consumidor,30,40,0,8,385,0,,09:18,,,,,,0,0,40,0,0,,
1,779,2023-11-08,Venda Deposito Bancario,3,0,40,8,385,0,,09:18,,,,,,0,0,-40,0,0,,
1,780,2023-11-08,000001 - Consumidor,30,55,0,8,386,0,,09:19,,,,,,0,0,55,0,0,,
1,781,2023-11-08,Venda Deposito Bancario,3,0,55,8,386,0,,09:19,,,,,,0,0,-55,0,0,,
1,782,2023-11-08,000001 - Consumidor,30,55,0,8,387,0,,09:20,,,,,,0,0,55,0,0,,
1,783,2023-11-08,Venda Deposito Bancario,3,0,55,8,387,0,,09:20,,,,,,0,0,-55,0,0,,
1,784,2023-11-08,000001 - Consumidor,30,1120,0,8,388,0,,09:21,,,,,,0,0,1120,0,0,,
1,785,2023-11-08,Venda Deposito Bancario,3,0,1120,8,388,0,,09:21,,,,,,0,0,-1120,0,0,,
1,786,2023-11-09,000001 - Consumidor,30,55,0,8,389,0,,09:22,,,,,,0,0,55,0,0,,
1,787,2023-11-09,Venda Deposito Bancario,3,0,55,8,389,0,,09:22,,,,,,0,0,-55,0,0,,
1,788,2023-11-09,000001 - Consumidor,30,55,0,8,390,0,,09:22,,,,,,0,0,55,0,0,,
1,789,2023-11-09,Venda Deposito Bancario,3,0,55,8,390,0,,09:22,,,,,,0,0,-55,0,0,,
1,790,2023-11-09,000001 - Consumidor,30,1751,0,8,391,0,,09:54,,,,,,0,0,1751,0,0,,
1,791,2023-11-09,Venda Deposito Bancario,3,0,1751,8,391,0,,09:54,,,,,,0,0,-1751,0,0,,
1,792,2023-11-10,000001 - Consumidor,30,725,0,8,392,0,,09:57,,,,,,0,0,725,0,0,,
1,793,2023-11-10,Venda Deposito Bancario,3,0,725,8,392,0,,09:57,,,,,,0,0,-725,0,0,,
1,794,2023-11-10,000001 - Consumidor,30,40,0,8,393,0,,09:58,,,,,,0,0,40,0,0,,
1,795,2023-11-10,Venda Deposito Bancario,3,0,40,8,393,0,,09:58,,,,,,0,0,-40,0,0,,
1,796,2023-11-10,000001 - Consumidor,30,264.38,0,8,394,0,,09:58,,,,,,0,0,264.38,0,0,,
1,797,2023-11-10,Venda Deposito Bancario,3,0,264.38,8,394,0,,09:58,,,,,,0,0,-264.38,0,0,,
1,798,2023-11-10,000001 - Consumidor,30,101,0,8,395,0,,10:08,,,,,,0,0,101,0,0,,
1,799,2023-11-10,Venda Deposito Bancario,3,0,101,8,395,0,,10:08,,,,,,0,0,-101,0,0,,
1,800,2023-11-10,000001 - Consumidor,30,725,0,8,396,0,,10:08,,,,,,0,0,725,0,0,,
1,801,2023-11-10,Venda Deposito Bancario,3,0,725,8,396,0,,10:08,,,,,,0,0,-725,0,0,,
1,802,2023-11-10,000001 - Consumidor,30,640,0,8,397,0,,10:32,,,,,,0,0,640,0,0,,
1,803,2023-11-10,Venda Deposito Bancario,3,0,640,8,397,0,,10:32,,,,,,0,0,-640,0,0,,
1,804,2023-11-13,000001 - Consumidor,30,1200,0,8,398,0,,10:50,,,,,,0,0,1200,0,0,,
1,805,2023-11-13,Venda Deposito Bancario,3,0,1200,8,398,0,,10:50,,,,,,0,0,-1200,0,0,,
1,806,2023-11-13,000001 - Consumidor,30,55,0,8,399,0,,10:55,,,,,,0,0,55,0,0,,
1,807,2023-11-13,Venda Deposito Bancario,3,0,55,8,399,0,,10:55,,,,,,0,0,-55,0,0,,
1,808,2023-11-13,000001 - Consumidor,30,95,0,8,400,0,,10:56,,,,,,0,0,95,0,0,,
1,809,2023-11-13,Venda Deposito Bancario,3,0,95,8,400,0,,10:56,,,,,,0,0,-95,0,0,,
1,810,2023-11-13,000001 - Consumidor,30,150,0,8,401,0,,10:56,,,,,,0,0,150,0,0,,
1,811,2023-11-13,Venda Deposito Bancario,3,0,150,8,401,0,,10:56,,,,,,0,0,-150,0,0,,
1,812,2023-11-13,000001 - Consumidor,30,150,0,8,402,0,,10:57,,,,,,0,0,150,0,0,,
1,813,2023-11-13,Venda Deposito Bancario,3,0,150,8,402,0,,10:57,,,,,,0,0,-150,0,0,,
1,814,2023-11-13,000001 - Consumidor,30,95,0,8,403,0,,10:57,,,,,,0,0,95,0,0,,
1,815,2023-11-13,Venda Deposito Bancario,3,0,95,8,403,0,,10:57,,,,,,0,0,-95,0,0,,
1,816,2023-11-13,000001 - Consumidor,30,55,0,8,404,0,,13:28,,,,,,0,0,55,0,0,,
1,817,2023-11-13,Venda Deposito Bancario,3,0,55,8,404,0,,13:28,,,,,,0,0,-55,0,0,,
1,818,2023-11-13,000001 - Consumidor,30,95,0,8,405,0,,13:28,,,,,,0,0,95,0,0,,
1,819,2023-11-13,Venda Deposito Bancario,3,0,95,8,405,0,,13:28,,,,,,0,0,-95,0,0,,
1,820,2023-11-13,000001 - Consumidor,30,151,0,8,406,0,,13:30,,,,,,0,0,151,0,0,,
1,821,2023-11-13,Venda Deposito Bancario,3,0,151,8,406,0,,13:30,,,,,,0,0,-151,0,0,,
1,822,2023-11-13,000001 - Consumidor,30,1320,0,8,407,0,,13:32,,,,,,0,0,1320,0,0,,
1,823,2023-11-13,Venda Deposito Bancario,3,0,1320,8,407,0,,13:32,,,,,,0,0,-1320,0,0,,
1,824,2023-11-13,000001 - Consumidor,30,150,0,8,408,0,,13:33,,,,,,0,0,150,0,0,,
1,825,2023-11-13,Venda Deposito Bancario,3,0,150,8,408,0,,13:33,,,,,,0,0,-150,0,0,,
1,826,2023-11-13,000001 - Consumidor,30,150,0,8,409,0,,13:33,,,,,,0,0,150,0,0,,
1,827,2023-11-13,Venda Deposito Bancario,3,0,150,8,409,0,,13:33,,,,,,0,0,-150,0,0,,
1,828,2023-11-13,000001 - Consumidor,30,95,0,8,410,0,,13:33,,,,,,0,0,95,0,0,,
1,829,2023-11-13,Venda Deposito Bancario,3,0,95,8,410,0,,13:33,,,,,,0,0,-95,0,0,,
1,830,2023-11-13,000001 - Consumidor,30,95,0,8,411,0,,13:34,,,,,,0,0,95,0,0,,
1,831,2023-11-13,Venda Deposito Bancario,3,0,95,8,411,0,,13:34,,,,,,0,0,-95,0,0,,
1,832,2023-11-13,000001 - Consumidor,30,95,0,8,412,0,,13:34,,,,,,0,0,95,0,0,,
1,833,2023-11-13,Venda Deposito Bancario,3,0,95,8,412,0,,13:34,,,,,,0,0,-95,0,0,,
1,834,2023-11-13,000001 - Consumidor,40,0,95,8,412,0,,13:37,,,,,,0,0,-95,0,0,,
1,835,2023-11-20,Estorno Deposito PIX - CodVenda:000412 -,1,95,0,8,0,0,,13:37,,,,,,0,,,,,,
1,836,2023-11-13,000001 - Consumidor,40,0,95,8,411,0,,13:38,,,,,,0,0,-95,0,0,,
1,837,2023-11-20,Estorno Deposito PIX - CodVenda:000411 -,1,95,0,8,0,0,,13:38,,,,,,0,,,,,,
1,838,2023-11-14,000001 - Consumidor,30,55,0,8,413,0,,13:38,,,,,,0,0,55,0,0,,
1,839,2023-11-14,Venda Deposito Bancario,3,0,55,8,413,0,,13:38,,,,,,0,0,-55,0,0,,
1,840,2023-11-14,000001 - Consumidor,30,95,0,8,414,0,,13:39,,,,,,0,0,95,0,0,,
1,841,2023-11-14,Venda Deposito Bancario,3,0,95,8,414,0,,13:39,,,,,,0,0,-95,0,0,,
1,842,2023-11-14,000001 - Consumidor,40,0,95,8,414,0,,13:39,,,,,,0,0,-95,0,0,,
1,843,2023-11-20,Estorno Deposito PIX - CodVenda:000414 -,1,95,0,8,0,0,,13:39,,,,,,0,,,,,,
1,844,2023-11-14,000001 - Consumidor,30,95,0,8,415,0,,13:40,,,,,,0,0,95,0,0,,
1,845,2023-11-14,Venda Deposito Bancario,3,0,95,8,415,0,,13:40,,,,,,0,0,-95,0,0,,
1,846,2023-11-14,000001 - Consumidor,30,55,0,8,416,0,,13:41,,,,,,0,0,55,0,0,,
1,847,2023-11-14,Venda Deposito Bancario,3,0,55,8,416,0,,13:41,,,,,,0,0,-55,0,0,,
1,848,2023-11-14,000001 - Consumidor,30,840.5,0,8,417,0,,13:42,,,,,,0,0,840.5,0,0,,
1,849,2023-11-14,Venda Deposito Bancario,3,0,840.5,8,417,0,,13:42,,,,,,0,0,-840.5,0,0,,
1,850,2023-11-14,000001 - Consumidor,30,95,0,8,418,0,,13:43,,,,,,0,0,95,0,0,,
1,851,2023-11-14,Venda Deposito Bancario,3,0,95,8,418,0,,13:43,,,,,,0,0,-95,0,0,,
1,852,2023-11-14,000001 - Consumidor,30,95,0,8,419,0,,13:43,,,,,,0,0,95,0,0,,
1,853,2023-11-14,Venda Deposito Bancario,3,0,95,8,419,0,,13:43,,,,,,0,0,-95,0,0,,
1,854,2023-11-14,000001 - Consumidor,30,95,0,8,420,0,,13:44,,,,,,0,0,95,0,0,,
1,855,2023-11-14,Venda Deposito Bancario,3,0,95,8,420,0,,13:44,,,,,,0,0,-95,0,0,,
1,856,2023-11-14,000001 - Consumidor,30,95,0,8,421,0,,13:44,,,,,,0,0,95,0,0,,
1,857,2023-11-14,Venda Deposito Bancario,3,0,95,8,421,0,,13:44,,,,,,0,0,-95,0,0,,
1,858,2023-11-14,000001 - Consumidor,30,810,0,8,422,0,,14:47,,,,,,0,0,810,0,0,,
1,859,2023-11-14,Venda Deposito Bancario,3,0,810,8,422,0,,14:47,,,,,,0,0,-810,0,0,,
1,860,2023-11-14,000001 - Consumidor,30,55,0,8,423,0,,14:49,,,,,,0,0,55,0,0,,
1,861,2023-11-14,Venda Deposito Bancario,3,0,55,8,423,0,,14:49,,,,,,0,0,-55,0,0,,
1,862,2023-11-14,000001 - Consumidor,30,95,0,8,424,0,,14:49,,,,,,0,0,95,0,0,,
1,863,2023-11-14,Venda Deposito Bancario,3,0,95,8,424,0,,14:49,,,,,,0,0,-95,0,0,,
1,864,2023-11-14,000001 - Consumidor,30,95,0,8,425,0,,14:49,,,,,,0,0,95,0,0,,
1,865,2023-11-14,Venda Deposito Bancario,3,0,95,8,425,0,,14:49,,,,,,0,0,-95,0,0,,
1,866,2023-11-14,000001 - Consumidor,30,150,0,8,426,0,,14:49,,,,,,0,0,150,0,0,,
1,867,2023-11-14,Venda Deposito Bancario,3,0,150,8,426,0,,14:49,,,,,,0,0,-150,0,0,,
1,868,2023-11-14,000001 - Consumidor,30,95,0,8,427,0,,14:50,,,,,,0,0,95,0,0,,
1,869,2023-11-14,Venda Deposito Bancario,3,0,95,8,427,0,,14:50,,,,,,0,0,-95,0,0,,
1,870,2023-11-14,000001 - Consumidor,30,95,0,8,428,0,,14:50,,,,,,0,0,95,0,0,,
1,871,2023-11-14,Venda Deposito Bancario,3,0,95,8,428,0,,14:50,,,,,,0,0,-95,0,0,,
1,872,2023-11-14,000001 - Consumidor,30,150,0,8,429,0,,14:50,,,,,,0,0,150,0,0,,
1,873,2023-11-14,Venda Deposito Bancario,3,0,150,8,429,0,,14:50,,,,,,0,0,-150,0,0,,
1,874,2023-11-14,000001 - Consumidor,30,48,0,8,430,0,,14:51,,,,,,0,0,48,0,0,,
1,875,2023-11-14,Venda Deposito Bancario,3,0,48,8,430,0,,14:51,,,,,,0,0,-48,0,0,,
1,876,2023-11-14,000001 - Consumidor,30,55,0,8,431,0,,14:51,,,,,,0,0,55,0,0,,
1,877,2023-11-14,Venda Deposito Bancario,3,0,55,8,431,0,,14:51,,,,,,0,0,-55,0,0,,
1,878,2023-11-16,000001 - Consumidor,30,95,0,8,432,0,,14:56,,,,,,0,0,95,0,0,,
1,879,2023-11-16,Venda Deposito Bancario,3,0,95,8,432,0,,14:56,,,,,,0,0,-95,0,0,,
