CODVENDA,CODITEM,CODPROD,QUANTIDADE,VALORUNIT,DESCRICAOMO,DEST,VALORCUSTO,CODTIPPROD,CODFUNC,COMISSAOPORCEN,PRECOCERTO,PESOPRODUTO,DATA,MES,VALORDESCONTO,DARBAIXA,ESTORNADO,BAIXADO,DELETADO,CODBAIXA,IDREMESSA,PRODMO,PRODMONTADO,IMPRESSO,GRADE,MOTIVODEL,IMPRECEITA,PRECOAPRAZO,OK_COZINHA,VALORTOTAL,VALTOTAL_PRECOCERTO,IAT,IPPT,DESC_PRODUTO,CODALIQUOTA,IT_DESCONTO,IT_ACRESCIMO,UNIDADE,INFOADICIONAL,BAIXARRECEITA,CFOP,TAB_TOTALIZADOR,COO,CCF,DESCTOTAL_SPED,COR,PPIS,PCOFINS,VPIS,VCOFINS,ACRESTOTAL_SPED,AUT_DELBD,QUANT_RESERVADA,REG_MD5,VAL_INCLUSAO,PRECOTABELA,CUSTOMEDIO,TOTAL_IMPOSTOS,NCM_PROD,ORIGEM_MERC_PROD,P_COMPRAPROD,PRODRESERVADO,IDSETOR,CUSTO_VARIAVEL,PERCCUSTO_VARIAVEL,ROMANEIO_ID,CODPROMOCAO,RESERV_ARETIRAR,BLOQ_COMISSAO,COMISSAO_PROD,VAZILHAME_OP,VAZILHAME_QUANTEMP,ICMS_ST,LOTE,AMBIENTE_ORC,ID_RESTRICAO,DEF_ENTREGA,PQUANT_DECIMAIS,BLOQ_DESCITEM,KIT_CODPROD
59,1,000006,1,778,,,0.01,MO,0,0,778,,2023-07-14,07/2023,0,1,0,1,0,185235,,0,0,,,,,778,,778,778,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
60,1,000004,1,610.9,,,0.01,MO,0,0,610.9,,2023-07-14,07/2023,0,1,0,1,0,161632,,0,0,,,,,610.9,,610.9,610.9,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
61,1,000007,1,4725,,,0.01,MO,0,0,4725,,2023-07-17,07/2023,0,1,0,1,0,206803,,0,0,,,,,4725,,4725,4725,T,T,FESTA JUNINA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
62,1,000004,1,2518.22,,,0.01,MO,0,0,2518.22,,2023-07-17,07/2023,0,1,0,1,0,11012,,0,0,,,,,2518.22,,2518.22,2518.22,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
62,2,000006,1,1441.21,,,0.01,MO,0,0,1441.21,,2023-07-17,07/2023,0,1,0,1,0,11012,,0,0,,,,,1441.21,,1441.21,1441.21,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
63,1,000004,1,1797.9,,,0.01,MO,0,0,1797.9,,2023-07-18,07/2023,0,1,0,1,0,24546,,0,0,,,,,1797.9,,1797.9,1797.9,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
63,2,000006,1,1581.67,,,0.01,MO,0,0,1581.67,,2023-07-18,07/2023,0,1,0,1,0,24546,,0,0,,,,,1581.67,,1581.67,1581.67,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
64,1,000004,1,150,,,0.01,MO,0,0,150,,2023-07-17,07/2023,0,1,0,1,0,79411,,0,0,,,,,150,,150,150,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
65,1,000004,1,621,,,0.01,MO,0,0,621,,2023-07-18,07/2023,0,1,0,1,0,188017,,0,0,,,,,621,,621,621,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
66,1,000008,1,1141,,,0.01,MO,0,0,1141,,2023-07-19,07/2023,0,1,0,1,0,58911,,0,0,,,,,1141,,1141,1141,T,T,ALGUÉL CANTINA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
67,1,000004,1,6927.73,,,0.01,MO,0,0,6927.73,,2023-07-19,07/2023,0,1,0,1,0,165088,,0,0,,,,,6927.73,,6927.73,6927.73,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
68,1,000004,1,1483.05,,,0.01,MO,0,0,1483.05,,2023-07-20,07/2023,0,1,0,1,0,225419,,0,0,,,,,1483.05,,1483.05,1483.05,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
68,2,000006,1,2202.46,,,0.01,MO,0,0,2202.46,,2023-07-20,07/2023,0,1,0,1,0,225419,,0,0,,,,,2202.46,,2202.46,2202.46,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
69,1,000004,1,255.4,,,0.01,MO,0,0,255.4,,2023-07-24,07/2023,0,1,0,1,0,186946,,0,0,,,,,255.4,,255.4,255.4,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
70,1,000004,1,706.25,,,0.01,MO,0,0,706.25,,2023-07-25,07/2023,0,1,0,1,0,259846,,0,0,,,,,706.25,,706.25,706.25,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
71,1,000004,1,834.33,,,0.01,MO,0,0,834.33,,2023-07-26,07/2023,0,1,0,1,0,204013,,0,0,,,,,834.33,,834.33,834.33,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
72,1,000006,1,621,,,0.01,MO,0,0,621,,2023-07-27,07/2023,0,1,0,1,0,22102,,0,0,,,,,621,,621,621,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
73,1,000004,1,472,,,0.01,MO,0,0,472,,2023-07-27,07/2023,0,1,0,1,0,90559,,0,0,,,,,472,,472,472,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
74,1,000003,1,1336.67,,,0.01,MO,0,0,1336.67,,2023-07-27,07/2023,0,1,0,1,0,69188,,0,0,,,,,1336.67,,1336.67,1336.67,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
75,1,000004,1,885.3,,,0.01,MO,0,0,885.3,,2023-07-31,07/2023,0,1,0,1,0,138132,,0,0,,,,,885.3,,885.3,885.3,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
76,1,000003,1,1293,,,0.01,MO,0,0,1293,,2023-07-28,07/2023,0,1,0,1,0,47877,,0,0,,,,,1293,,1293,1293,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
77,1,000002,1,712.5,,,0.01,MO,0,0,712.5,,2023-07-31,07/2023,0,1,0,1,0,247749,,0,0,,,,,712.5,,712.5,712.5,T,T,EDUCAÇAO INFATIL- MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,99999999,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
78,1,000003,1,199.26,,,0.01,MO,0,0,199.26,,2023-08-01,08/2023,0,1,0,1,0,64302,,0,0,,,,,199.26,,199.26,199.26,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
78,2,000004,1,1035.63,,,0.01,MO,0,0,1035.63,,2023-08-01,08/2023,0,1,0,1,0,64302,,0,0,,,,,1035.63,,1035.63,1035.63,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
78,3,000006,1,964.91,,,0.01,MO,0,0,964.91,,2023-08-01,08/2023,0,1,0,1,0,64302,,0,0,,,,,964.91,,964.91,964.91,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
79,1,000002,1,1800,,,0.01,MO,0,0,1800,,2023-08-01,08/2023,0,1,0,1,0,130723,,0,0,,,,,1800,,1800,1800,T,T,EDUCAÇAO INFATIL- MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,99999999,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
80,1,000003,1,51,,,0.01,MO,0,0,51,,2023-08-01,08/2023,0,1,0,1,0,204243,,0,0,,,,,51,,51,51,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
81,1,000003,1,581.9,,,0.01,MO,0,0,581.9,,2023-08-02,08/2023,0,1,0,1,0,40146,,0,0,,,,,581.9,,581.9,581.9,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
82,1,000003,1,100,,,0.01,MO,0,0,100,,2023-08-02,08/2023,0,1,0,1,0,123080,,0,0,,,,,100,,100,100,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
83,1,000004,1,2058.94,,,0.01,MO,0,0,2058.94,,2023-08-02,08/2023,0,1,0,1,0,295104,,0,0,,,,,2058.94,,2058.94,2058.94,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
83,2,000006,1,1047.68,,,0.01,MO,0,0,1047.68,,2023-08-02,08/2023,0,1,0,1,0,295104,,0,0,,,,,1047.68,,1047.68,1047.68,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
84,1,000004,1,1974.66,,,0.01,MO,0,0,1974.66,,2023-08-03,08/2023,0,1,0,1,0,206879,,0,0,,,,,1974.66,,1974.66,1974.66,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
84,2,000006,1,2066.67,,,0.01,MO,0,0,2066.67,,2023-08-03,08/2023,0,1,0,1,0,206879,,0,0,,,,,2066.67,,2066.67,2066.67,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
85,1,000006,1,70,,,0.01,MO,0,0,70,,2023-08-02,08/2023,0,1,0,1,0,193873,,0,0,,,,,70,,70,70,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
86,1,000004,1,150,,,0.01,MO,0,0,150,,2023-08-03,08/2023,0,1,1,1,0,259366,,0,0,,,,,150,,150,150,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
87,1,000004,1,150,,,0.01,MO,0,0,150,,2023-08-03,08/2023,0,1,0,1,0,221223,,0,0,,,,,150,,150,150,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
88,1,000002,1,750,,,0.01,MO,0,0,750,,2023-08-07,08/2023,0,1,0,1,0,60270,,0,0,,,,,750,,750,750,T,T,EDUCAÇAO INFATIL- MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,99999999,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
88,2,000004,1,580,,,0.01,MO,0,0,580,,2023-08-07,08/2023,0,1,0,1,0,60270,,0,0,,,,,580,,580,580,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
89,1,000009,1,770,,,0.01,03,0,0,770,,2023-08-07,08/2023,0,1,0,1,0,227230,,0,0,,,,,770,,770,770,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
90,1,000009,1,6,,,0.01,03,0,0,6,,2023-08-07,08/2023,0,1,0,1,0,98275,,0,0,,,,,6,,6,6,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
91,1,000006,1,625,,,0.01,MO,0,0,625,,2023-08-04,08/2023,0,1,0,1,0,121815,,0,0,,,,,625,,625,625,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
92,1,000006,1,1101.3,,,0.01,MO,0,0,1101.3,,2023-08-07,08/2023,0,1,0,1,0,3468,,0,0,,,,,1101.3,,1101.3,1101.3,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
93,1,000004,1,3412.84,,,0.01,MO,0,0,3412.84,,2023-08-08,08/2023,0,1,0,1,0,1112,,0,0,,,,,3412.84,,3412.84,3412.84,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
93,2,000006,1,3405.55,,,0.01,MO,0,0,3405.55,,2023-08-08,08/2023,0,1,0,1,0,1112,,0,0,,,,,3405.55,,3405.55,3405.55,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
94,1,000004,1,2455.39,,,0.01,MO,0,0,2455.39,,2023-08-09,08/2023,0,1,0,1,0,88559,,0,0,,,,,2455.39,,2455.39,2455.39,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
94,2,000006,1,1109.09,,,0.01,MO,0,0,1109.09,,2023-08-09,08/2023,0,1,0,1,0,88559,,0,0,,,,,1109.09,,1109.09,1109.09,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
95,1,000004,1,2374.1,,,0.01,MO,0,0,2374.1,,2023-08-10,08/2023,0,1,0,1,0,93694,,0,0,,,,,2374.1,,2374.1,2374.1,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
95,2,000006,1,747.5,,,0.01,MO,0,0,747.5,,2023-08-10,08/2023,0,1,0,1,0,93694,,0,0,,,,,747.5,,747.5,747.5,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
96,1,000009,1,70,,,0.01,03,0,0,70,,2023-08-07,08/2023,0,1,0,1,0,126619,,0,0,,,,,70,,70,70,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
97,1,000009,1,630,,,0.01,03,0,0,630,,2023-08-07,08/2023,0,1,0,1,0,50654,,0,0,,,,,630,,630,630,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
98,1,000009,1,35,,,0.01,03,0,0,35,,2023-08-08,08/2023,0,1,0,1,0,76566,,0,0,,,,,35,,35,35,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
99,1,000009,1,70,,,0.01,03,0,0,70,,2023-08-08,08/2023,0,1,0,1,0,209150,,0,0,,,,,70,,70,70,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
100,1,000009,1,420,,,0.01,03,0,0,420,,2023-08-09,08/2023,0,1,0,1,0,165808,,0,0,,,,,420,,420,420,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
101,1,000009,1,840,,,0.01,03,0,0,840,,2023-08-09,08/2023,0,1,0,1,0,36024,,0,0,,,,,840,,840,840,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
102,1,000009,1,35,,,0.01,03,0,0,35,,2023-08-09,08/2023,0,1,0,1,0,91944,,0,0,,,,,35,,35,35,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
103,1,000009,1,700,,,0.01,03,0,0,700,,2023-08-09,08/2023,0,1,0,1,0,236297,,0,0,,,,,700,,700,700,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
104,1,000009,1,630,,,0.01,03,0,0,630,,2023-08-09,08/2023,0,1,0,1,0,43593,,0,0,,,,,630,,630,630,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
105,1,000009,1,630,,,0.01,03,0,0,630,,2023-08-10,08/2023,0,1,0,1,0,220329,,0,0,,,,,630,,630,630,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
106,1,000009,1,70,,,0.01,03,0,0,70,,2023-08-10,08/2023,0,1,0,1,0,150775,,0,0,,,,,70,,70,70,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
107,1,000009,1,560,,,0.01,03,0,0,560,,2023-08-10,08/2023,0,1,0,1,0,116055,,0,0,,,,,560,,560,560,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
108,1,000009,1,35,,,0.01,03,0,0,35,,2023-08-10,08/2023,0,1,0,1,0,79947,,0,0,,,,,35,,35,35,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
109,1,000009,1,80,,,0.01,03,0,0,80,,2023-08-10,08/2023,0,1,0,1,0,15722,,0,0,,,,,80,,80,80,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
110,1,000009,1,35,,,0.01,03,0,0,35,,2023-08-10,08/2023,0,1,0,1,0,150587,,0,0,,,,,35,,35,35,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
111,1,000002,1,750,,,0.01,MO,0,0,750,,2023-08-11,08/2023,0,1,0,1,0,162824,,0,0,,,,,750,,750,750,T,T,EDUCAÇAO INFATIL- MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,99999999,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
111,2,000004,1,700,,,0.01,MO,0,0,700,,2023-08-11,08/2023,0,1,0,1,0,162824,,0,0,,,,,700,,700,700,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
111,3,000006,1,1168.68,,,0.01,MO,0,0,1168.68,,2023-08-11,08/2023,0,1,0,1,0,162824,,0,0,,,,,1168.68,,1168.68,1168.68,T,T,ENSINO MÉDIO MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
112,1,000009,1,595,,,0.01,03,0,0,595,,2023-08-11,08/2023,0,1,0,1,0,113864,,0,0,,,,,595,,595,595,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
113,1,000009,1,735,,,0.01,03,0,0,735,,2023-08-11,08/2023,0,1,0,1,0,254959,,0,0,,,,,735,,735,735,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
114,1,000009,1,25,,,0.01,03,0,0,25,,2023-08-11,08/2023,0,1,0,1,0,205199,,0,0,,,,,25,,25,25,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
115,1,000009,1,490,,,0.01,03,0,0,490,,2023-08-11,08/2023,0,1,0,1,0,191273,,0,0,,,,,490,,490,490,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
116,1,000009,1,385,,,0.01,03,0,0,385,,2023-08-11,08/2023,0,1,0,1,0,170871,,0,0,,,,,385,,385,385,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
117,1,000009,1,405,,,0.01,03,0,0,405,,2023-08-11,08/2023,0,1,0,1,0,106402,,0,0,,,,,405,,405,405,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
118,1,000009,1,175,,,0.01,03,0,0,175,,2023-08-11,08/2023,0,1,0,1,0,194150,,0,0,,,,,175,,175,175,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
119,1,000009,1,805,,,0.01,03,0,0,805,,2023-08-11,08/2023,0,1,0,1,0,60163,,0,0,,,,,805,,805,805,T,T,PROMOÇAO DIA DOS PAIS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
