CODCOMPRA,ITEM,CODPROD,VALORCOMPRA,VALORVENDA,PRODESP,PRECOCUSTO,VALORTOTAL,DESCONTO,IMPOSTO,FRETE,DESPESA,CREDICMS,MES,LANCADO,DELETADO,CODLANCENT,ESTORNADO,LUCRO,OUTROS,ETIQUETA,PRECOAVISTA,PRECOANTERIOR,DESCAVISTA,IDREMESSA,GRADE,MARGEMLUCRO,IPI,ICMS_ENTRADA,ICMS_SAIDA,SIT_TRIBUTARIA,BASEICMS,BASEICMS_SUB,VALICMS_SUB,NCM,ICMS_GARANTIDO,VALORICMS,CFOP,REG50_OUTRAS,REG50_ISENTA,PIS_VBC,PIS_PPIS,COFINS_VBC,COFINS_PCOFINS,ICMS_PRED_BC,ICMSSN,MODBCST,PMVAST,PREDBCST,PCREDSN,VBCSTRET,VICMSSTRET,MODBC_ICMS,PICMSST,ICMSSUB_PREDBCST,PIS_BASE,COFINS_BASE,PIS_CST,COFINS_CST,IND_MOVFISICA,CUSTOMEDIO,QUANT_SEG,QUANTIDADE,CUSTO_ICMSSUB,BONIFICACAO,MARGEM_LUCRO,CUSTOS_VARIAVEIS,PERCCUSTOS_VARIAVEL,VBCUFDEST,PFCPUFDEST,PICMSUFDEST,PICMSINTER,PICMSINTERPART,VFCPUFDEST,VICMSUFDEST,VICMSUFREMET,FUNRURAL,PRECO_ALTERADO,ORIGEM_MERCADORIA,QUANTCOMP,LOTE,FCPOBREZA,DESOSSA,ICMS_OP,V_ICMS_DIF,C_BENIFIC,PDIF,UNID_FOR,QUANT_CAIXA,USARUNID_FOR
148,1,000006,546.99,546.99,,546.99,546.99,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,000002,1250,1250,,1250,1250,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,99999999,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,000008,1141,1141,,1141,1141,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1,000003,1100,1100,,1100,1100,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,000004,1046.2,1046.2,,1046.2,1046.2,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2,000006,663.66,663.66,,663.66,663.66,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1,000004,1619.97,1619.97,,1619.97,1619.97,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1,000011,40,40,,40,40,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1,000003,1336.67,1336.67,,1336.67,1336.67,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1,000004,255.4,255.4,,255.4,255.4,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1,000004,650,650,,650,650,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1,000011,40,40,,40,40,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,000004,472,472,,472,472,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1,000011,40,40,,40,40,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1,000004,1459.6,1459.6,,1459.6,1459.6,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1,000003,2600,2600,,2600,2600,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1,000010,39.58,39.58,,39.58,39.58,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1,000003,600,600,,600,600,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1,000004,770,770,,770,770,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1,000003,1253.96,1253.96,,1253.96,1253.96,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1,000004,575,575,,575,575,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1,000011,40,40,,40,40,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1,000009,100,100,,100,100,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1,000009,40,40,,40,40,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1,000009,0.01,0.01,,0.01,1.4,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2,000009,138.6,138.6,,138.6,138.6,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1,000004,255.3,255.3,,255.3,255.3,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1,000011,40,40,,40,40,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1,000003,93.21,93.21,,93.21,93.21,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1,000003,3726,3726,,3726,3726,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1,000011,80,80,,80,80,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1,000011,80,80,,80,80,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1,000003,712.5,712.5,,712.5,712.5,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1,000004,269514.52,269514.52,,269514.52,269514.52,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1,000004,266.8,266.8,,266.8,266.8,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1,000006,400,400,,400,400,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1,000003,2295,2295,,2295,2295,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1,000004,812.5,812.5,,812.5,812.5,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1,000003,897,897,,897,897,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1,000010,31.33,31.33,,31.33,31.33,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1,000010,489.74,489.74,,489.74,489.74,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1,000010,246.02,246.02,,246.02,246.02,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1,000011,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1,000003,600,600,,600,600,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1,000003,1300,1300,,1300,1300,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1,000011,2,2,,2,2,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1,000010,0.98,0.98,,0.98,0.98,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1,000011,40,40,,40,40,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1,000011,40,40,,40,40,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1,000011,120,120,,120,120,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1,000011,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1,000011,278,278,,278,278,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1,000011,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1,000011,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1,000002,600,600,,600,600,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,99999999,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1,000011,40,40,,40,40,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1,000012,60,60,,60,60,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1,000004,1100,1100,,1100,1100,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1,000011,40,40,,40,40,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1,000008,1097,1097,,1097,1097,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1,000006,290,290,,290,290,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1,000003,786.25,786.25,,786.25,786.25,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1,000012,30,30,,30,30,0,0,0,0,0,09/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
